Артикул продавца,product_id,Артикул МП,Категория,МП,Юр лицо,date,Дата,Заказы шт,Средний чек 1 заказ (РУБ),Себестоимость 1 шт (РУБ),Себестоимость Тотал (РУБ),Комиссия МП  (РУБ),Хранение МП (РУБ),Логистика МП,Фуллфилмент БЕТА-ПРО (тотал),% выкупа,Рекламные расходы (РУБ),ДРР %,Эквайринг (РУБ),СТОК (ШТ),ПЛАН заказов шт в день,ПЛАН заказов оборот в день,% выполнения ПЛАНа в шт,% выполнения ПЛАНа в руб.,Оборачиваемость (Дни),Тотал заказы (РУБ),Коммерческая маржа (РУБ),Коммерческая маржа %,Cредние продажи в день - за неделю,Клики общие (воронка продаж),Просмотры (реклама),Клики (реклама),"CTR, % (реклама)",Добавления в корзину (реклама),Добавления в корзину (воронка продаж),"CR в корзину, % (формула)","CR в заказ, % (формула)","CR из клика в заказ, % (формула)",Команда
tm2-2wt,TM2-2WT,,Зеркала косметические,Wildberries,КРАВЧИК,,01.10.2024,0,0,1349.87,0,0,0,0,0,0.00,0,0.0000,0,0,5,15605,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
drl4-1,DRL4-1,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,1549,0,0,0,0,0,0.00,0,0.0000,0,0,4,10692,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-gfc1-2,H-GFC1-2,,Контейнеры,Wildberries,КРАВЧИК,,01.10.2024,0,0,354.81,0,0,0,0,0,0.00,0,0.0000,0,0,46,34914,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-gfc1-3,H-GFC1-3,,Контейнеры,Wildberries,КРАВЧИК,,01.10.2024,0,0,805.96,0,0,0,0,0,0.00,0,0.0000,0,0,85,161415,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
tm2-1bk,TM2-1BK,,Зеркала косметические,Wildberries,КРАВЧИК,,01.10.2024,0,0,1349.87,0,0,0,0,0,0.00,0,0.0000,0,0,6,16098,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
fp1-1,FP1-1,,Сковороды,Wildberries,КРАВЧИК,,01.10.2024,0,0,1841.65,0,0,0,0,0,0.00,0,0.0000,0,0,2,6062,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
tm1-1wt,TM1-1WT,,Зеркала косметические,Wildberries,КРАВЧИК,,01.10.2024,0,0,1250.19,0,0,0,0,0,0.00,0,0.0000,0,0,6,21540,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
tm1-2wt,TM1-2WT,,Зеркала косметические,Wildberries,КРАВЧИК,,01.10.2024,0,0,1842.26,0,0,0,0,0,0.00,0,0.0000,0,0,4,14980,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pt2-1rd,PT2-1RD,,Кастрюли,Wildberries,КРАВЧИК,,01.10.2024,0,0,1634.9,0,0,0,0,0,0.00,0,0.0000,0,0,54,180954,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-gfc1-1,H-GFC1-1,174370014,Контейнеры,Wildberries,КРАВЧИК,,01.10.2024,0,0,653.16,0,0,0,0,0,0.00,0,0.0000,0,0,113,177636,0.0000,0.0000,0,0,0,0,0,3,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
b-mcm1-1,B-MCM1-1,169516920,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,744.74,0,0,0,0,0,0.00,0,0.0000,0,0,1,1162,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pt2-3gn,PT2-3GN,,Кастрюли,Wildberries,КРАВЧИК,,01.10.2024,0,0,1503.02,0,0,0,0,0,0.00,0,0.0000,0,0,51,175134,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
at-001w,AT-001W,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,355.8,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
at-002g,AT-002G,134129266,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,542.35,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
at-002be,AT-002BE,134129265,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,0,0,0,28.75,0,0,0.00,0,0.0000,0,1,1,988,0.0000,0.0000,0,0,-28.75,0,0,3,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
at-002bk,AT-002BK,134129264,#N/A,Wildberries,КРАВЧИК,,01.10.2024,0,0,#N/A,0,0,0,0,0,0.00,0,0.0000,0,22,1,935,0.0000,0.0000,22,0,0,0,1,2,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
ldm1-1,LDM1-1,,#N/A,Wildberries,КРАВЧИК,,01.10.2024,0,0,#N/A,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
pt1-1,PT1-1,,Кастрюли,Wildberries,КРАВЧИК,,01.10.2024,0,0,1347.52,0,0,0,0,0,0.00,0,0.0000,0,0,377,1095562,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-2,PT1-2,,Кастрюли,Wildberries,КРАВЧИК,,01.10.2024,0,0,2096.16,0,0,0,0,0,0.00,0,0.0000,0,0,357,1595790,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-3,PT1-3,,Кастрюли,Wildberries,КРАВЧИК,,01.10.2024,0,0,2172.26,0,0,0,0,0,0.00,0,0.0000,0,0,125,560375,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-4,PT1-4,,Кастрюли,Wildberries,КРАВЧИК,,01.10.2024,0,0,1494.37,0,0,0,0,0,0.00,0,0.0000,0,0,214,688866,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-5,PT1-5,,Кастрюли,Wildberries,КРАВЧИК,,01.10.2024,0,0,2076.05,0,0,0,0,0,0.00,0,0.0000,0,0,148,709660,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-6,PT1-6,,Кастрюли,Wildberries,КРАВЧИК,,01.10.2024,0,0,1852.07,0,0,0,0,0,0.00,0,0.0000,0,0,127,505079,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt1-7,PT1-7,,Кастрюли,Wildberries,КРАВЧИК,,01.10.2024,0,0,1064.25,0,0,0,0,0,0.00,0,0.0000,0,0,85,187255,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
pt2-2gr,PT2-2GR,,Кастрюли,Wildberries,КРАВЧИК,,01.10.2024,0,0,1527.91,0,0,0,0,0,0.00,0,0.0000,0,0,94,326650,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
shc1-1br,SHC1-1BR,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,683.74,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
shc1-1gr,SHC1-1GR,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,670.61,0,0,0,0,0,0.00,0,0.0000,0,0,3,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
shc1-1bk,SHC1-1BK,206794537,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,661.58,0,0,0,0,0,0.00,0,0.0000,0,0,1,0,0.0000,0.0000,0,0,0,0,0,5,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
hng1-1w,HNG1-1W,157900838,#N/A,Wildberries,КРАВЧИК,,01.10.2024,0,0,889.61,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,11,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
hng1-1bk,HNG1-1BK,157900837,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,850.66,0,0,0,0,0,0.00,0,0.0000,0,0,1,1630,0.0000,0.0000,0,0,0,0,0,4,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
cpt 1-1gr,CPT1-1GR,,Коврики для ванной,Wildberries,КРАВЧИК,,01.10.2024,3,1557,652.64,0,910.845,58.02555,764.198,240,1.00,0,0.0000,50.742,0,15,26775,0.0020,0.0017,0,4671,2647.18945,0.5667286341,8,496,0,0,0.0000,0,37,0.0746,0.0811,0.0060,М+Н
cpt 1-1be,CPT1-1BE,,Коврики для ванной,Wildberries,КРАВЧИК,,01.10.2024,5,1557,654.44,0,1518.075,111.4659,1230.33,400,0.80,0,0.0000,79.11428571,0,15,25785,0.0033,0.0030,0,7785,4446.014814,0.5711001688,6,427,0,0,0.0000,0,20,0.0468,0.2500,0.0117,М+Н
hl1-1,HL1-1,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,495.21,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
tvb1-1,TVB1-1,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,362.52,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1wt,PHA1-1WT,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,716.88,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1bk,PHA1-1BK,,#N/A,Wildberries,КРАВЧИК,,01.10.2024,0,0,#N/A,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1pk,PHA1-1PK,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,608.9,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1gr,PHA1-1GR,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,612.36,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
pha1-1rd,PHA1-1RD,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,612.36,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-org1-1,H-ORG1-1,170581832,Контейнеры,Wildberries,КРАВЧИК,,01.10.2024,0,0,581.49,0,0,0,0,0,0.00,0,0.0000,0,0,13,16159,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-org1-2,H-ORG1-2,175395166,Контейнеры,Wildberries,КРАВЧИК,,01.10.2024,0,0,468.65,0,0,0,0,0,0.00,0,0.0000,0,0,3,2397,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-org1-3,H-ORG1-3,,Контейнеры,Wildberries,КРАВЧИК,,01.10.2024,0,0,787.28,0,0,0,0,0,0.00,0,0.0000,0,0,2,3452,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
k-ebr-1-1,K-EBR-1-1,169514448,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,403.01,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
b-drs1-1,B-DRS1-1,169515275,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,599.76,0,0,0,0,0,0.00,0,0.0000,0,0,1,300,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
tvb1-2,TVB1-2,169516121,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,701.59,0,0,0,0,0,0.00,0,0.0000,0,2,0,0,0.0000,0.0000,0,0,0,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
k-pmc1-1,K-PMC1-1,169517381,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,552.53,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-lb1-1gr,H-LB1-1GR,169517686,Корзины для белья,Wildberries,КРАВЧИК,,01.10.2024,0,0,543.77,0,0,0,0,0,0.00,0,0.0000,0,1,17,25262,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-lb1-1wt,H-LB1-1WT,169518033,Корзины для белья,Wildberries,КРАВЧИК,,01.10.2024,0,0,540.01,0,0,0.63504,0,0,0.00,0,0.0000,0,1,25,34850,0.0000,0.0000,0,0,-0.63504,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-led-1-1-15,H-LED-1-1-15,169518359,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,829.76,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-led-1-1-20,H-LED-1-1-20,169518360,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,1021.25,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-sj1-1,H-SJ1-1,169519111,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,789.78,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-tc1-1wt,H-TC1-1WT,169519257,Мусорные ведра,Wildberries,КРАВЧИК,,01.10.2024,0,0,557.56,0,0,0,0,0,0.00,0,0.0000,0,0,9,11268,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
dydb1-1,DYDB1-1,,Шуруповерты,Wildberries,КРАВЧИК,,01.10.2024,0,0,1912.69,0,0,0,0,0,0.00,0,0.0000,0,0,10,35360,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
dywr1-1,DYWR1-1,,Гайковерты,Wildberries,КРАВЧИК,,01.10.2024,0,0,3032.58,0,0,0,0,0,0.00,0,0.0000,0,0,13,76778,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
dygr1-1,DYGR1-1,,Шлифовальные машины,Wildberries,КРАВЧИК,,01.10.2024,0,0,3417.01,0,0,0,0,0,0.00,0,0.0000,0,0,4,22628,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-cpt2-1ca,H-CPT2-1CA,,Коврики для ванной,Wildberries,КРАВЧИК,,01.10.2024,0,0,364.61,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-cpt2-1be,H-CPT2-1BE,,Коврики для ванной,Wildberries,КРАВЧИК,,01.10.2024,0,0,354.49,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-mop 1-1,H-MOP1-1,,Швабры,Wildberries,КРАВЧИК,,01.10.2024,0,0,372.61,0,0,0,0,0,0.00,0,0.0000,0,0,3,2877,0.0000,0.0000,0,0,0,0,0,3,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
b-fcm1-1wt,B-FCM1-1WT,173523790,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,464.03,0,0,0,0,0,0.00,0,0.0000,0,0,3,6000,0.0000,0.0000,0,0,0,0,0,1,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
b-fcm1-1bk,B-FCM1-1BK,173523791,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,459.89,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-dsp1-1,H-DSP1-1,174345020,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,1326.92,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,4,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
b-mg1-1,B-MG1-1,174346631,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,2153.4,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,4,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
cpt1-1-1mgr,CPT1-1-1MGR,200556513,Коврики для ванной,Wildberries,КРАВЧИК,,01.10.2024,0,0,651.12,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,78,0,0,0.0000,0,0,0.0000,0.0000,0.0000,#N/A
cpt1-1mbe,CPT1-1MBE,200556512,Коврики для ванной,Wildberries,КРАВЧИК,,01.10.2024,3,1600,655.35,0,936,137.5101,730.698,240,0.33,0,0.0000,46.11,0,15,23595,0.0020,0.0020,0,4800,2709.6819,0.5645170625,3,337,0,0,0.0000,0,22,0.0653,0.1364,0.0089,М+Н
h-bowl1-2,H-BOWL1-2,,Миски,Wildberries,КРАВЧИК,,01.10.2024,0,0,628.47,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-bowl1-2c,H-BOWL1-2C,,Миски,Wildberries,КРАВЧИК,,01.10.2024,0,0,737.84,0,0,0,0,0,0.00,0,0.0000,0,0,13,19162,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-gfc 2-1,H-GFC2-1,,Контейнеры,Wildberries,КРАВЧИК,,01.10.2024,0,0,533.84,0,0,0,0,0,0.00,0,0.0000,0,0,22,24244,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
drl2-1,DRL2-1,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,1322.8,0,0,0,0,0,0.00,0,0.0000,0,0,1,2263,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
drl3-1,DRL3-1,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,634.37,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
gr1-2,GR1-2,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,2387.47,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
wr1-2,WR1-2,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,2034.42,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
chs1-1,CHS1-1,,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,1643.55,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-tc1-2wt,H-TC1-2WT,,Мусорные ведра,Wildberries,КРАВЧИК,,01.10.2024,0,0,488.51,0,0,0,0,0,0.00,0,0.0000,0,0,11,14289,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-tc1-3wt,H-TC1-3WT,,Мусорные ведра,Wildberries,КРАВЧИК,,01.10.2024,0,0,478.38,0,0,0,0,0,0.00,0,0.0000,0,0,2,2410,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-tc1-4wt,H-TC1-4WT,,Мусорные ведра,Wildberries,КРАВЧИК,,01.10.2024,0,0,713.09,0,0,0,0,0,0.00,0,0.0000,0,0,17,27489,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
h-tc1-5wt,H-TC1-5WT,,Мусорные ведра,Wildberries,КРАВЧИК,,01.10.2024,0,0,765.44,0,0,0,0,0,0.00,0,0.0000,0,0,15,21165,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
shc1-2,SHC1-2,,#N/A,Wildberries,КРАВЧИК,,01.10.2024,0,0,#N/A,0,0,0,0,0,0.00,0,0.0000,0,0,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
at-003bk,AT-003BK,134132667,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,980.35,0,0,0,0,0,0.00,0,0.0000,0,100,0,0,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
at-003w,AT-003W,134132666,Прочее,Wildberries,КРАВЧИК,,01.10.2024,0,0,981.36,0,0,2.55507,0,0,0.00,0,0.0000,0,52,0,0,0.0000,0.0000,0,0,-2.55507,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,
fp1-3,FP1-3,262386611,Сковороды,Wildberries,ИНТЕР,,01.10.2024,0,0,2945.71,0,0,42.405888,0,0,0.00,0,0.0000,0,64,34,185878,0.0000,0.0000,0,0,-42.405888,0,0,4,0,0,0.0000,0,2,0.5000,0.0000,0.0000,Д+В
tm2-2bk,TM2-2BK,,Зеркала косметические,Wildberries,ИНТЕР,,01.10.2024,0,0,1349.87,0,0,0,0,0,0.00,0,0.0000,0,0,1,2570,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
tm1-1bk,TM1-1BK,196420128,Зеркала косметические,Wildberries,ИНТЕР,,01.10.2024,12,2880,1247.31,0,7776,151.4156504,2337.649009,960,0.92,0.09,0.0000,326.136,0,22,67166,0.0055,0.0051,0,34560,23008.70934,0.6657612656,5,293,1,0,0.0000,0,29,0.0990,0.4138,0.0410,М+Н
tm1-2bk,TM1-2BK,,Зеркала косметические,Wildberries,ИНТЕР,,01.10.2024,0,0,1843.4,0,0,0,0,0,0.00,0,0.0000,0,0,19,72523,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
fp1-2,FP1-2,261185226,Сковороды,Wildberries,ИНТЕР,,01.10.2024,0,0,2195.29,0,0,91.3554432,0,0,0.00,0,0.0000,0,88,13,50739,0.0000,0.0000,0,0,-91.3554432,0,0,2,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
tm2-1wt,TM2-1WT,,Зеркала косметические,Wildberries,ИНТЕР,,01.10.2024,0,0,1349.87,0,0,0,0,0,0.00,0,0.0000,0,0,13,34125,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
drl5-1,DRL5-1,,Прочее,Wildberries,ИНТЕР,,01.10.2024,0,0,1740.51,0,0,0,0,0,0.00,0,0.0000,0,0,3,8109,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
tm2-2wt,TM2-2WT,,Зеркала косметические,Wildberries,ИНТЕР,,01.10.2024,0,0,1349.87,0,0,0,0,0,0.00,0,0.0000,0,0,5,15605,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
drl4-1,DRL4-1,,Прочее,Wildberries,ИНТЕР,,01.10.2024,0,0,1549,0,0,0,0,0,0.00,0,0.0000,0,0,4,10692,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,Д+В
h-gfc1-2,H-GFC1-2,196426423,Контейнеры,Wildberries,ИНТЕР,,01.10.2024,3,800,354.81,0,468,52.193825,294.68,240,1.00,0,0.0000,26.23,0,46,34914,0.0007,0.0007,0,2400,1318.896175,0.5495400729,4,194,0,0,0.0000,0,7,0.0361,0.4286,0.0155,М+Н
h-gfc1-3,H-GFC1-3,196426422,Контейнеры,Wildberries,ИНТЕР,,01.10.2024,11,1768.181818,805.96,0,3792.75,518.80396,2743.94,880,1.00,0.02,0.0000,180.0333333,3230,85,161415,0.0013,0.0012,269,19450,11334.45271,0.5827482111,12,467,1,0,0.0000,0,74,0.1585,0.1486,0.0236,М+Н
tm2-1bk,TM2-1BK,,Зеркала косметические,Wildberries,ИНТЕР,,01.10.2024,0,0,1349.87,0,0,0,0,0,0.00,0,0.0000,0,0,6,16098,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
fp1-1,FP1-1,261165510,Сковороды,Wildberries,ИНТЕР,,01.10.2024,0,0,1841.65,0,0,60.9036288,0,0,0.00,0,0.0000,0,88,2,6062,0.0000,0.0000,0,0,-60.9036288,0,0,2,0,0,0.0000,0,1,0.5000,0.0000,0.0000,Д+В
tm1-1wt,TM1-1WT,196420129,Зеркала косметические,Wildberries,ИНТЕР,,01.10.2024,1,4160,1250.19,0,936,53.5799149,167.94,80,0.00,0,0.0000,26.24525597,1,6,21540,0.0017,0.0019,0,4160,2896.234829,0.6962102955,3,254,0,0,0.0000,0,20,0.0787,0.0500,0.0039,М+Н
tm1-2wt,TM1-2WT,,Зеркала косметические,Wildberries,ИНТЕР,,01.10.2024,0,0,1842.26,0,0,0,0,0,0.00,0,0.0000,0,0,4,14980,0.0000,0.0000,0,0,0,0,0,0,0,0,0.0000,0,0,0.0000,0.0000,0.0000,М+Н
